,Baseline,B: Regime-Gate+Richtung,C: Regime-TP (VWAP/1/2sd),D: skip erste 30min,D+B: skip30 + Regime
2020-12-15,3492.448986118209,4515.682144474931,2813.7668606609504,16790.75258351414,11640.446268813503
2020-12-16,3473.1999304379237,4490.7934152826165,2798.2584437341775,16768.26647872004,11624.85743243772
2020-12-17,3458.4318817497515,4471.698558339827,2786.360246749605,16726.692073168717,11596.035339349815
2020-12-18,3458.4318817497515,4471.698558339827,2786.360246749605,16726.692073168717,11596.035339349815
2020-12-21,3422.96170659943,4425.836174315219,2757.7829350189195,16726.692073168717,11596.035339349815
2020-12-22,3395.726365894933,4390.621302972264,2735.8401952916606,16712.42990064257,11586.147869914399
2020-12-23,3435.197098833645,4441.656345908936,2767.640642699881,16906.68932742985,11720.821191344197
2020-12-24,3435.197098833645,4441.656345908936,2767.640642699881,16906.68932742985,11720.821191344197
2020-12-28,3426.1045451553186,4429.899815618558,2760.315030695082,16847.979862701275,11680.119956170573
2020-12-29,3377.3113064798,4366.810917961375,2721.0037054458926,16847.979862701275,11680.119956170573
2020-12-30,3377.3113064798,4366.810917961375,2721.0037054458926,16847.979862701275,11680.119956170573
2020-12-31,3385.0257973828157,4341.573478459728,2717.02950237546,16969.895396251573,11608.071781980572
2021-01-04,3433.4392330049777,4289.842685455153,2756.4591208439897,16969.895396251573,11317.600521174349
2021-01-05,3398.767151622354,4246.522339698348,2728.6234236086752,16798.52740214891,11203.311395986382
2021-01-06,3376.877409204869,4219.172634337767,2711.049738436215,16798.52740214891,11203.311395986382
2021-01-07,3376.877409204869,4219.172634337767,2711.049738436215,16798.52740214891,11203.311395986382
2021-01-08,3376.877409204869,4219.172634337767,2711.049738436215,16798.52740214891,11203.311395986382
2021-01-11,3384.269881334906,4228.409012308178,2716.9846176769906,16852.28644306617,11239.164495566323
2021-01-12,3346.460818220635,4181.169226822673,2686.6304655283047,16852.28644306617,11239.164495566323
2021-01-13,3338.066758994245,4170.681435680935,2679.89148471482,16964.468158201187,11313.98097545805
2021-01-14,3287.2800056152782,4107.226931984914,2639.1184871257565,16858.604388012824,11243.378073514295
2021-01-15,3287.2800056152782,4107.226931984914,2639.1184871257565,16858.604388012824,11243.378073514295
2021-01-19,3243.479872760209,4052.5017230037624,2603.9545399843746,16842.81212858467,11232.845864601913
2021-01-20,3243.479872760209,4052.5017230037624,2603.9545399843746,16842.81212858467,11232.845864601913
2021-01-21,3291.1182079976857,4112.0224979751865,2642.1999011967932,16809.27670663996,11210.480346134249
2021-01-22,3291.1182079976857,4112.0224979751865,2642.1999011967932,16809.27670663996,11210.480346134249
2021-01-25,3318.1235485842985,4145.763786205972,2663.8805287890627,16695.159700353077,11134.373177547188
2021-01-26,3292.012645485701,4113.140035189381,2642.917980127145,16563.78252564313,11046.75481890391
2021-01-27,3258.3157813485295,4071.038155315682,2615.865214025485,16477.816494335046,10989.4221613938
2021-01-28,3304.6549788359343,4128.935748341444,2653.067591845044,16477.816494335046,10989.4221613938
2021-01-29,3304.6549788359343,4128.935748341444,2653.067591845044,16477.816494335046,10989.4221613938
2021-02-01,3277.371747330663,4128.935748341444,2631.16386580677,16477.816494335046,10989.4221613938
2021-02-02,3270.6266892178455,4120.4381125180635,2625.7487482835086,16415.36513432327,10947.771960958658
2021-02-03,3246.307775427875,4089.8003819676537,2606.2248577538617,16352.529475525607,10905.865463119322
2021-02-04,3329.619830024347,4194.759522099169,2673.1100586221783,16656.823972696737,11108.806228478148
2021-02-05,3329.619830024347,4194.759522099169,2673.1100586221783,16656.823972696737,11108.806228478148
2021-02-08,3356.554788800796,4228.69302819678,2694.734181768205,16690.46331742817,11131.241055362732
2021-02-09,3356.554788800796,4228.69302819678,2694.734181768205,16690.46331742817,11131.241055362732
2021-02-10,3337.3792166690773,4204.5350408296035,2679.339506891837,16577.111796270747,11055.644405827077
2021-02-11,3328.9394060476684,4193.902302626393,2672.5637956044648,16427.6842703383,10955.987866650976
2021-02-12,3328.9394060476684,4193.902302626393,2672.5637956044648,16427.6842703383,10955.987866650976
2021-02-16,3338.3852259734517,4205.802442912806,2680.1471587343513,16281.394105509895,10858.423703346212
2021-02-17,3312.4744514626855,4173.159236284856,2659.3452787879205,16233.079568009925,10826.201664139611
2021-02-18,3306.498966573296,4165.631132952187,2654.547995741088,16203.796165801623,10806.671912166737
2021-02-19,3306.498966573296,4165.631132952187,2654.547995741088,16203.796165801623,10806.671912166737
2021-02-22,3277.0692642655044,4128.554670686148,2630.9210241115256,16117.429146873552,10749.071827097945
2021-02-23,3277.0692642655044,4128.554670686148,2630.9210241115256,16117.429146873552,10749.071827097945
2021-02-24,3247.023617659353,4128.554670686148,2637.4943126824433,15967.360932183927,10749.071827097945
2021-02-25,3247.023617659353,4128.554670686148,2637.4943126824433,15967.360932183927,10749.071827097945
2021-02-26,3247.023617659353,4128.554670686148,2637.4943126824433,15967.360932183927,10749.071827097945
2021-03-01,3255.1779617266866,4128.554670686148,2652.5671407260547,15967.360932183927,10749.071827097945
2021-03-02,3247.7976185646407,4119.194153199488,2646.5530745247274,15931.158732348053,10724.700858846678
2021-03-03,3247.7976185646407,4119.194153199488,2646.5530745247274,15931.158732348053,10724.700858846678
2021-03-04,3111.74417197277,4119.194153199488,2535.6863550840826,15639.731158249757,10724.700858846678
2021-03-05,3111.74417197277,4119.194153199488,2535.6863550840826,15639.731158249757,10724.700858846678
2021-03-08,3083.1068033611105,4119.194153199488,2538.5719769474945,15462.36589491517,10724.700858846678
2021-03-09,3110.446969104905,4119.194153199488,2621.2500755152005,15462.36589491517,10724.700858846678
2021-03-10,3078.285974089693,4119.194153199488,2594.147214913617,15414.671869240801,10724.700858846678
2021-03-11,3104.3639775796296,4119.194153199488,2635.6095217581073,15630.396419787867,10724.700858846678
2021-03-12,3104.3639775796296,4119.194153199488,2635.6095217581073,15630.396419787867,10724.700858846678
2021-03-15,3050.2435782857406,4047.3815584295853,2589.6612242226047,15674.1835206144,10754.745110139384
2021-03-16,3050.2435782857406,4047.3815584295853,2589.6612242226047,15674.1835206144,10754.745110139384
2021-03-17,3022.654892224447,4010.7740101076456,2566.238389722176,15674.1835206144,10754.745110139384
2021-03-18,3034.8970641327833,4010.7740101076456,2564.025819656118,15715.418475719434,10754.745110139384
2021-03-19,3034.8970641327833,4010.7740101076456,2564.025819656118,15715.418475719434,10754.745110139384
2021-03-22,3032.833691735368,4010.7740101076456,2580.9358088104464,15715.418475719434,10754.745110139384
2021-03-23,3004.3629726568697,3973.122878612935,2556.707280034695,15567.890022101115,10653.784965959361
2021-03-24,3004.3629726568697,3973.122878612935,2556.707280034695,15567.890022101115,10653.784965959361
2021-03-25,2971.5466839101036,3929.7249440765354,2528.7806795852225,15333.737645174237,10493.544299465331
2021-03-26,2971.5466839101036,3929.7249440765354,2528.7806795852225,15333.737645174237,10493.544299465331
2021-03-29,2934.4076537871497,3929.7249440765354,2497.175434295965,15333.737645174237,10493.544299465331
2021-03-30,2954.4841073455646,3956.611099527798,2514.2604587877577,15438.647087907237,10565.338398870535
2021-03-31,2954.4841073455646,3956.611099527798,2514.2604587877577,15438.647087907237,10565.338398870535
2021-04-01,2949.3466027398995,3949.7310125115528,2509.888451960999,15411.80107430975,10546.966502893956
2021-04-05,2949.3466027398995,3949.7310125115528,2509.888451960999,15411.80107430975,10546.966502893956
2021-04-06,2961.8848230777235,3966.52205282672,2520.5584540573323,15477.319503880859,10591.803616913068
2021-04-07,2959.3823491954013,3963.1707686162367,2518.4288534560537,15571.828185034108,10656.48002232149
2021-04-08,2891.560149597564,3872.3440597989443,2460.7122882347708,15495.620167974945,10604.327558161101
2021-04-09,2891.560149597564,3872.3440597989443,2460.7122882347708,15495.620167974945,10604.327558161101
2021-04-12,2867.119449441247,3839.6133555523757,2439.9132980370114,15444.813306881048,10569.558210990657
2021-04-13,2870.400266817039,3844.0069884077056,2442.705267497923,15462.486659092778,10581.65285540452
2021-04-14,2946.0810852280124,3945.357869057808,2507.1095026557027,15462.486659092778,10581.65285540452
2021-04-15,2892.534479143249,3873.6488707083927,2461.541440858897,15204.063781532404,10404.802828592661
2021-04-16,2892.534479143249,3873.6488707083927,2461.541440858897,15204.063781532404,10404.802828592661
2021-04-19,2870.7238513255897,3844.440329055904,2442.980637310509,15204.063781532404,10404.802828592661
2021-04-20,2841.032943113167,3804.6786066298932,2417.713729860104,15162.63176783797,10376.449097677261
2021-04-21,2795.1677935094763,3743.256526357982,2378.682573186004,15162.63176783797,10376.449097677261
2021-04-22,2764.9039122893205,3702.7274850770514,2352.928066775864,14998.462701539927,10264.101057710468
2021-04-23,2764.9039122893205,3702.7274850770514,2352.928066775864,14998.462701539927,10264.101057710468
2021-04-26,2756.9784317696194,3692.1137728166345,2346.183497651923,14914.231335008086,10206.457866170369
2021-04-27,2756.9784317696194,3692.1137728166345,2346.183497651923,14914.231335008086,10206.457866170369
2021-04-28,2730.0601214214817,3656.0650815276285,2323.276065807077,14854.609521920864,10165.65606354907
2021-04-29,2730.0601214214817,3656.0650815276285,2323.276065807077,14854.609521920864,10165.65606354907
2021-04-30,2730.0601214214817,3656.0650815276285,2323.276065807077,14854.609521920864,10165.65606354907
2021-05-03,2765.9112656667075,3704.0765211216885,2353.7853226191073,14925.038515047492,10213.853690014499
2021-05-04,2765.9112656667075,3704.0765211216885,2353.7853226191073,14925.038515047492,10213.853690014499
2021-05-05,2769.1340384700866,3708.3924213539503,2356.5278962572756,14925.038515047492,10213.853690014499
2021-05-06,2768.3866337985132,3707.3915056231685,2355.891856277308,15088.835890431204,10325.947365705242
2021-05-07,2768.3866337985132,3707.3915056231685,2355.891856277308,15088.835890431204,10325.947365705242
2021-05-10,2768.3866337985132,3707.3915056231685,2355.891856277308,15088.835890431204,10325.947365705242
2021-05-11,2733.638580824649,3660.8573131590597,2326.3213280775335,14899.444834126602,10196.338819814913
2021-05-12,2726.0815858054393,3650.7370724382713,2319.8903394264803,14899.444834126602,10196.338819814913
2021-05-13,2695.188609307501,3609.365554004547,2293.6004741095844,14816.576443575688,10139.628372082356
2021-05-14,2695.188609307501,3609.365554004547,2293.6004741095844,14816.576443575688,10139.628372082356
2021-05-17,2760.676094478529,3697.0656401426468,2349.3302017129918,15212.750651659684,10410.747632045915
2021-05-18,2719.166246837885,3641.4761301140284,2314.005398877297,15104.504973806394,10336.670401688667
2021-05-19,2793.922693978103,3741.589103401264,2377.622995809634,15195.177474584101,10398.721541839328
2021-05-20,2793.922693978103,3741.589103401264,2377.622995809634,15195.177474584101,10398.721541839328
2021-05-21,2793.922693978103,3741.589103401264,2377.622995809634,15195.177474584101,10398.721541839328
2021-05-24,2793.922693978103,3741.589103401264,2377.622995809634,15195.177474584101,10398.721541839328
2021-05-25,2785.035228893323,3729.6871124872914,2370.059779617013,15146.841631379324,10365.643219798194
2021-05-26,2768.6602855506644,3707.757976898908,2356.1247334074305,15057.783988244006,10304.697197042906
2021-05-27,2748.582573059515,3680.8701354994228,2339.0386375662315,14948.58826667152,10229.969810403838
2021-05-28,2748.582573059515,3680.8701354994228,2339.0386375662315,14948.58826667152,10229.969810403838
2021-06-01,2759.830279253453,3695.9329341316843,2348.610414535744,14948.58826667152,10229.969810403838
2021-06-02,2722.106637714638,3645.4138677214123,2316.507666023165,14762.554331758087,10102.658688850099
2021-06-03,2724.079268461232,3648.0555921049818,2318.186371105253,14773.252321384805,10109.97978894069
2021-06-04,2724.079268461232,3648.0555921049818,2318.186371105253,14773.252321384805,10109.97978894069
2021-06-07,2805.3707139683183,3756.9201599631488,2387.365239445756,14900.631251803228,10197.150737087497
2021-06-08,2781.3501233800775,3724.7520616131346,2366.923761706008,14900.631251803228,10197.150737087497
2021-06-09,2731.3033876438712,3657.7300493380662,2324.3340830409243,14900.631251803228,10197.150737087497
2021-06-10,2717.7517786528315,3639.581890606361,2312.8016890928875,14826.700421065932,10146.55665067555
2021-06-11,2717.7517786528315,3639.581890606361,2312.8016890928875,14826.700421065932,10146.55665067555
2021-06-14,2679.4709676664875,3656.726250502874,2287.6990834999606,14772.057062334263,10194.352310770055
2021-06-15,2658.2341275295744,3627.7439208775545,2269.56733275367,14722.7515014407,10160.326023401405
2021-06-16,2623.7087032921545,3580.626401545494,2240.089953696946,14607.029127230235,10080.464792974106
2021-06-17,2623.7087032921545,3580.626401545494,2240.089953696946,14607.029127230235,10080.464792974106
2021-06-18,2623.7087032921545,3580.626401545494,2240.089953696946,14607.029127230235,10080.464792974106
2021-06-21,2625.0658861875936,3582.4785754934014,2241.248699622356,14607.029127230235,10080.464792974106
2021-06-22,2626.4063951536623,3584.307994204935,2242.393209553647,14563.827341437813,10050.650785150827
2021-06-23,2628.983184482228,3587.8245888213673,2244.5932403270594,14486.141109557324,9997.038697535405
2021-06-24,2651.507161516557,3618.5634992559467,2263.8239325943036,14507.321817430502,10011.655727332918
2021-06-25,2651.507161516557,3618.5634992559467,2263.8239325943036,14507.321817430502,10011.655727332918
2021-06-28,2678.581049985508,3692.73155560446,2266.2970048721468,14447.667710117235,10073.465611830528
2021-06-29,2676.3132968868945,3717.6041719552472,2259.139583849853,14435.435956585812,10141.316047669994
2021-06-30,2637.797156063527,3764.799150508912,2226.6271950901287,14362.853822773275,10218.910899862543
2021-07-01,2622.534607400037,3826.83239788708,2219.1105828242157,14362.853822773275,10439.918040265622
2021-07-02,2622.534607400037,3826.83239788708,2219.1105828242157,14362.853822773275,10439.918040265622
2021-07-06,2592.794349648254,3748.2317305011675,2193.766044576168,14170.68966810505,10266.462870299782
2021-07-07,2598.952408449801,3757.134029829837,2198.976384648519,14078.296771468998,10199.525532385422
2021-07-08,2654.0864183256544,3836.8376304160047,2245.625328782242,14602.081818649702,10579.000340234908
2021-07-09,2654.0864183256544,3836.8376304160047,2245.625328782242,14602.081818649702,10579.000340234908
2021-07-12,2640.915078452212,3822.743665141558,2253.3279521895147,14529.616588744118,10598.66318813993
2021-07-13,2618.889793151084,3785.464268919097,2234.5351513800815,14529.616588744118,10495.305024729189
2021-07-14,2610.3754426480696,3773.1572334392135,2227.2703876852083,14482.378920082187,10461.183426389965
2021-07-15,2586.977860708914,3739.337287811333,2207.3066918332224,14482.378920082187,10461.183426389965
2021-07-16,2586.977860708914,3739.337287811333,2207.3066918332224,14482.378920082187,10461.183426389965
2021-07-19,2553.1639852785925,3690.4611504611053,2178.455423081464,14482.378920082187,10461.183426389965
2021-07-20,2534.449067684344,3663.4097441613562,2162.487152355106,14482.378920082187,10461.183426389965
2021-07-21,2534.449067684344,3663.4097441613562,2162.487152355106,14482.378920082187,10461.183426389965
2021-07-22,2520.372327421476,3643.062573605612,2150.476348763261,14490.915931319762,10467.350040380818
2021-07-23,2520.372327421476,3643.062573605612,2150.476348763261,14490.915931319762,10467.350040380818
2021-07-26,2562.9249795294486,3704.570142394393,2167.021490134128,14735.57299950071,10644.075320179614
2021-07-27,2562.9249795294486,3431.439594935949,2167.021490134128,14735.57299950071,10000.449373719024
2021-07-28,2547.53843387137,3410.8389131281997,2154.011755020419,14735.57299950071,10000.449373719024
2021-07-29,2537.257623520311,3397.074179478786,2145.3190554116973,14676.106327905949,9960.091700574781
2021-07-30,2537.257623520311,3397.074179478786,2145.3190554116973,14676.106327905949,9960.091700574781
2021-08-02,2523.8810405579193,3379.1645891518283,2134.008797415231,14598.732965406109,9907.581466016527
2021-08-03,2495.183308942903,3340.7418755198855,2109.744099219008,14521.096903496078,9854.89294778025
2021-08-04,2493.6300918031206,3338.6623098534888,2108.430812662579,14416.775123587759,9784.093890384604
2021-08-05,2514.6865736627938,3366.8543350436285,2126.234630199567,14538.51193004621,9866.711836082897
2021-08-06,2514.6865736627938,3366.8543350436285,2126.234630199567,14538.51193004621,9866.711836082897
2021-08-09,2528.720490109528,3401.9155248940733,2131.9286739199956,14619.648189261581,9965.745320562666
2021-08-10,2490.7346198864057,3250.5630317562177,2099.903321078816,14558.386399386578,9522.365586643189
2021-08-11,2490.7346198864057,3250.5630317562177,2099.903321078816,14558.386399386578,9522.365586643189
2021-08-12,2492.688157357711,3253.1125192185414,2101.550321040632,14393.12447688402,9414.270884356187
2021-08-13,2492.688157357711,3253.1125192185414,2101.550321040632,14393.12447688402,9414.270884356187
2021-08-16,2473.662190403736,3187.2433022215764,2088.365709372701,14393.12447688402,9342.201351389405
2021-08-17,2412.8984651372552,3108.950972280594,2037.0665139075552,14186.979841307097,9208.398250043245
2021-08-18,2421.299889715059,3119.7759686437216,2044.1593364708913,14119.888210557716,9164.850824016296
2021-08-19,2446.803634159768,3152.6368172180782,2065.6906294524288,14119.888210557716,9164.850824016296
2021-08-20,2446.803634159768,3152.6368172180782,2065.6906294524288,14119.888210557716,9164.850824016296
2021-08-23,2446.803634159768,3152.6368172180782,2065.6906294524288,14119.888210557716,9164.850824016296
2021-08-24,2458.3964837886656,3184.5116155899113,2052.2303659231566,13955.03080273681,9260.820068638672
2021-08-25,2429.5312912914314,3068.0196997574067,2039.6818479022954,13900.5965182195,9053.674045343354
2021-08-26,2454.5257497008106,3083.6942642204367,2031.8210736300423,14043.961842978495,9092.48584876224
2021-08-27,2454.5257497008106,3083.6942642204367,2031.8210736300423,14043.961842978495,9092.48584876224
2021-08-30,2454.5257497008106,3083.6942642204367,2031.8210736300423,14043.961842978495,9092.48584876224
2021-08-31,2467.4059343459403,3123.632012340661,2044.6823298861063,14117.657880475259,9379.568113831056
2021-09-01,2483.3945692069365,3123.632012340661,2050.5324819488656,14209.13941328726,9379.568113831056
2021-09-02,2488.2250136152857,3015.7130204462273,2060.1531615725057,14320.751613733368,9079.54475201667
2021-09-03,2488.2250136152857,3015.7130204462273,2060.1531615725057,14320.751613733368,9079.54475201667
2021-09-07,2482.781800074459,2991.3788272848806,2047.6911592181484,14258.92983463757,9016.342506356994
2021-09-08,2455.8817116709674,3089.868626153206,2025.5051285309712,14104.439225322072,9314.859829292438
2021-09-09,2479.698979200631,3119.834331484565,2045.148581755803,14241.22480452524,9405.195820436176
2021-09-10,2479.698979200631,3119.834331484565,2045.148581755803,14241.22480452524,9405.195820436176
2021-09-13,2479.698979200631,3119.834331484565,2045.148581755803,14241.22480452524,9405.195820436176
2021-09-14,2479.698979200631,3119.834331484565,2045.148581755803,14241.22480452524,9405.195820436176
2021-09-15,2476.461487065791,3115.7610793701324,2042.4784381200025,14222.63147780217,9392.916407591834
2021-09-16,2463.782004252015,3099.8083826437583,2032.0209485168286,14222.63147780217,9392.916407591834
2021-09-17,2463.782004252015,3099.8083826437583,2032.0209485168286,14222.63147780217,9392.916407591834
2021-09-20,2453.6683643614133,3087.083902288831,2023.6796552985197,14222.63147780217,9392.916407591834
2021-09-21,2441.546194760387,3071.832389419494,2013.681813554304,14152.36560428357,9346.511389132578
2021-09-22,2405.742345467283,3026.785761114661,1984.1523455755755,14152.36560428357,9346.511389132578
2021-09-23,2377.624028933462,2991.4086891387537,1960.9615729604886,14152.36560428357,9346.511389132578
2021-09-24,2377.624028933462,2991.4086891387537,1960.9615729604886,14152.36560428357,9346.511389132578
2021-09-27,2368.9432052753614,2980.4869071397,1953.8020046654049,14100.694613134116,9312.386810898111
2021-09-28,2368.9432052753614,2980.4869071397,1953.8020046654049,14100.694613134116,9312.386810898111
2021-09-29,2385.773060235819,3001.6613963579307,1967.6825418968358,14350.481864024237,9477.35141473777
2021-09-30,2449.7187561336327,3082.1147010074264,2020.422189076495,14362.707486997928,9485.425465928778
2021-10-01,2449.7187561336327,3082.1147010074264,2020.422189076495,14362.707486997928,9485.425465928778
2021-10-04,2449.7187561336327,3082.1147010074264,2020.422189076495,14362.707486997928,9485.425465928778
2021-10-05,2439.384563696416,3069.1127323716246,2011.8989936467908,14362.707486997928,9485.425465928778
2021-10-06,2402.954009530267,3023.2776150626682,1981.8526465657849,14231.187662923636,9398.567087055706
2021-10-07,2405.1173771002213,3025.999456896284,1983.6368986684067,14231.187662923636,9398.567087055706
2021-10-08,2405.1173771002213,3025.999456896284,1983.6368986684067,14231.187662923636,9398.567087055706
2021-10-11,2394.913920402057,3013.1619734864994,1975.2215284277881,14170.813350856937,9358.694657871736
2021-10-12,2386.6897859993965,3002.8147752695468,1968.4386176991673,14170.813350856937,9358.694657871736
2021-10-13,2374.7407873278366,2987.7811374791995,1958.5835998556627,14148.997995013753,9344.28735116786
2021-10-14,2373.045222405685,2985.6478617470393,1957.1851711653658,14148.997995013753,9344.28735116786
2021-10-15,2373.045222405685,2985.6478617470393,1957.1851711653658,14148.997995013753,9344.28735116786
2021-10-18,2373.045222405685,2985.6478617470393,1957.1851711653658,14148.997995013753,9344.28735116786
2021-10-19,2379.1042041120986,2993.270972172967,1962.1823574963257,14178.155190693004,9363.54335889909
2021-10-20,2344.145044091328,2949.287090037474,1933.3495527343134,14046.600223691656,9276.661770918996
2021-10-21,2344.145044091328,2949.287090037474,1933.3495527343134,14046.600223691656,9276.661770918996
2021-10-22,2344.145044091328,2949.287090037474,1933.3495527343134,14046.600223691656,9276.661770918996
2021-10-25,2344.145044091328,2949.287090037474,1933.3495527343134,14046.600223691656,9276.661770918996
2021-10-26,2329.989665872644,2931.477494876034,1921.6748083677646,13961.778280034972,9220.64362634848
2021-10-27,2249.563104746963,2830.2887825896623,1855.342455609888,13746.34817396678,9078.369182892964
2021-10-28,2251.846293842494,2833.1613779269424,1857.2255313298738,13834.759446652619,9136.757793687177
2021-10-29,2251.846293842494,2833.1613779269424,1857.2255313298738,13834.759446652619,9136.757793687177
2021-11-01,2252.93054208952,2834.5255253227742,1858.1197724386839,13841.420786602452,9141.15707868651
2021-11-02,2245.1218138039944,2824.700970489804,1851.679470727705,13793.445985786817,9109.4735400646
2021-11-03,2221.7933902630566,2795.3503044319855,1832.4391949040935,13674.739247533293,9031.07718484908
2021-11-04,2241.6749943617833,2820.3643531340526,1848.8366829728461,13797.106949707699,9111.891315434352
2021-11-05,2241.6749943617833,2820.3643531340526,1848.8366829728461,13797.106949707699,9111.891315434352
2021-11-08,2239.960633884052,2818.2074297656004,1847.4227525203764,13901.365907405261,9180.746061191088
2021-11-09,2256.932142763449,2839.5601409225433,1861.4201197839398,13901.365907405261,9180.746061191088
2021-11-10,2245.503038392495,2825.180608368912,1851.993888297354,13901.365907405261,9180.746061191088
2021-11-11,2289.859621274882,2880.98786209792,1888.5772814165828,13867.57690223785,9158.431111842332
2021-11-12,2289.859621274882,2880.98786209792,1888.5772814165828,13867.57690223785,9158.431111842332
2021-11-15,2263.211480177178,2847.4604919758976,1866.5990459817456,13867.57690223785,9158.431111842332
2021-11-16,2264.0110035434477,2848.4664126412013,1867.258458310549,13872.746426731508,9161.845171435432
2021-11-17,2219.1669460588637,2792.0458425328998,1830.2730172009442,13796.751507303617,9111.656574008724
2021-11-18,2188.1308116802747,2752.9977167873694,1804.675754492865,13696.365158375273,9045.359378203648
2021-11-19,2188.1308116802747,2752.9977167873694,1804.675754492865,13696.365158375273,9045.359378203648
2021-11-22,2179.103041829758,2741.6394242879055,1797.2300399682122,13639.85682177199,9008.040118200664
2021-11-23,2150.8520427057088,2706.0954176543414,1773.9298364853043,13517.773172258101,8927.413581795821
2021-11-24,2142.393885846183,2695.45378398317,1766.9539141452858,13517.773172258101,8927.413581795821
2021-11-26,2142.393885846183,2695.45378398317,1766.9539141452858,13517.773172258101,8927.413581795821
2021-11-29,2228.015324700228,2803.1784339058263,1837.570777606951,13455.07773630562,8886.008234975277
2021-11-30,2196.3420344745055,2763.328670258653,1811.4480162847046,13342.80962831211,8811.864082729797
2021-12-01,2196.865464482022,2763.987223946531,1811.879718739922,13391.741038681,8844.179385844967
2021-12-02,2178.485254486579,2740.8621548777983,1796.7205156592831,13279.698213812984,8770.184015178276
2021-12-03,2178.485254486579,2740.8621548777983,1796.7205156592831,13279.698213812984,8770.184015178276
2021-12-06,2163.489677115148,2740.8621548777983,1784.3528113326565,13136.273930683896,8770.184015178276
2021-12-07,2163.489677115148,2740.8621548777983,1784.3528113326565,13136.273930683896,8770.184015178276
2021-12-08,2167.135535405015,2745.4809867189874,1787.359757729516,13236.177590183446,8836.882797665918
2021-12-09,2118.356900941755,2683.6847532628426,1747.1292475227167,13236.177590183446,8836.882797665918
2021-12-10,2118.356900941755,2683.6847532628426,1747.1292475227167,13236.177590183446,8836.882797665918
2021-12-13,2129.2824118478875,2697.525965301928,1756.140136877455,13309.155239251675,8885.604940238514
2021-12-14,2121.301241723889,2687.4148529745153,1749.5576125885152,13309.155239251675,8885.604940238514
2021-12-15,2098.775689078387,2658.8778853999397,1730.9795099911328,13254.660729411744,8849.222714834643
2021-12-16,2098.775689078387,2658.8778853999397,1730.9795099911328,13254.660729411744,8849.222714834643
2021-12-17,2098.775689078387,2658.8778853999397,1730.9795099911328,13254.660729411744,8849.222714834643
2021-12-20,2220.4405716834094,2658.8778853999397,1768.7013677442571,13923.454902772104,8849.222714834643
2021-12-21,2207.045405572949,2658.8778853999397,1758.0313912887423,13839.459413934168,8849.222714834643
2021-12-22,2215.3745483908956,2668.912193523848,1764.6660053748424,13891.687987796204,8882.618692839245
2021-12-23,2220.9043938611712,2675.574124353847,1769.0708272698394,13891.687987796204,8882.618692839245
2021-12-27,2240.554893167071,2699.2475285844957,1784.7235159490294,13891.687987796204,8882.618692839245
2021-12-28,2256.7987054305513,2718.8168193172087,1797.6625935961367,13921.131962801994,8901.44574992602
2021-12-29,2269.2435922325108,2733.8094579917383,1807.5756210325617,13921.131962801994,8901.44574992602
2021-12-30,2296.239149354261,2766.3316207228845,1829.0790467099523,13921.131962801994,8901.44574992602
2021-12-31,2296.239149354261,2766.3316207228845,1829.0790467099523,13921.131962801994,8901.44574992602
2022-01-03,2263.950898731571,2727.433229542467,1803.3597035459404,13921.131962801994,8901.44574992602
2022-01-04,2260.757802602752,2723.5864338845995,1800.8162292632219,13921.131962801994,8901.44574992602
2022-01-05,2281.942180065966,2749.1077360792337,1817.690735103111,14108.656241307905,9021.352464148302
2022-01-06,2252.5949684748375,2713.7524816287487,1794.3140890704915,14108.656241307905,9021.352464148302
2022-01-07,2252.5949684748375,2713.7524816287487,1794.3140890704915,14108.656241307905,9021.352464148302
2022-01-10,2225.398341957061,2680.988086015046,1772.6505007117396,13857.868226264663,8860.993671730843
2022-01-11,2224.3733901486767,2679.7533032189913,1771.8340709957276,13884.953461912803,8878.312504451493
2022-01-12,2194.949126487017,2644.305222383584,1748.3960488090813,13775.764420040723,8808.494882198662
2022-01-13,2236.0602212265994,2693.832694891237,1781.1432659256536,13775.764420040723,8808.494882198662
2022-01-14,2236.0602212265994,2693.832694891237,1781.1432659256536,13775.764420040723,8808.494882198662
2022-01-18,2219.509611493167,2693.832694891237,1744.736697570134,13635.850987790327,8808.494882198662
2022-01-19,2221.570766184808,2696.334331229651,1746.3569528784474,13559.26186979063,8759.019799599379
2022-01-20,2231.864256693017,2696.334331229651,1766.6863605467054,13622.087747534199,8759.019799599379
2022-01-21,2231.864256693017,2696.334331229651,1766.6863605467054,13622.087747534199,8759.019799599379
2022-01-24,2219.9879865088255,2696.334331229651,1775.4743321683545,13878.49880059151,8759.019799599379
2022-01-25,2181.8542492697698,2696.334331229651,1744.9762069221583,13826.9616604618,8759.019799599379
2022-01-26,2154.991569000332,2696.334331229651,1723.4923071887026,13826.9616604618,8759.019799599379
2022-01-27,2104.760654519243,2696.334331229651,1683.319252251244,13690.03962739449,8759.019799599379
2022-01-28,2104.760654519243,2696.334331229651,1683.319252251244,13690.03962739449,8759.019799599379
2022-01-31,2104.760654519243,2696.334331229651,1683.319252251244,13690.03962739449,8759.019799599379
2022-02-01,2114.823213187497,2696.334331229651,1681.552301098984,13755.489742411413,8759.019799599379
2022-02-02,2107.4740280306364,2696.334331229651,1690.1232414570293,13906.573220546297,8759.019799599379
